is_primary_nan,total_area,basement,elevator,balcony,property_level,heating_type_nan,balcony_nan,row_price_m2,total_property_level,parking_nan,url,building_type_nan,building_year,heating_type,price,is_primary,total_property_level_nan,elevator_nan,id,is_parking,no_rooms,district_norm,building_type,property_level_nan,building_year_nan,portal_name,basement_nan
0,61.0,1,0,0,1,1,0,13940,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-lazurowa-61m2-mzn2043453704,1,1976,UNKNOWN,859000.0,0,0,0,mzn2043453704,1,3,bemowo,UNKNOWN,0,0,morizon,0
0,54.0,0,1,1,4,0,0,15996,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-niewielka-54m2-mzn2043320234,0,2003,gas,875000.0,0,0,0,mzn2043320234,1,2,mokotow,apartment,0,0,morizon,0
0,46.0,1,1,0,4,1,0,12888,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-krasnobrodzka-46m2-mzn2043376542,1,1976,UNKNOWN,598000.0,0,0,0,mzn2043376542,1,2,targowek,UNKNOWN,0,0,morizon,0
0,34.0,1,0,0,3,1,0,19941,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-jurija-gagarina-34m2-mzn2043455254,0,1938,UNKNOWN,680000.0,0,0,0,mzn2043455254,1,1,mokotow,tenement,0,0,morizon,0
0,18.0,0,1,0,8,1,0,22288,13,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-sw-franciszka-salezego-18m2-mzn2043457442,1,1967,UNKNOWN,415000.0,0,0,0,mzn2043457442,1,1,srodmiescie,UNKNOWN,0,0,morizon,0
0,39.0,1,1,1,3,0,0,19975,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-sienna-39m2-mzn2043453314,0,1964,urban,789000.0,0,0,0,mzn2043453314,1,2,wola,block,0,0,morizon,0
0,23.0,1,0,0,1,1,0,19958,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-dwernickiego-jozefa-23m2-mzn2043408918,1,1960,UNKNOWN,475000.0,0,0,0,mzn2043408918,1,1,praga poludnie,UNKNOWN,0,0,morizon,0
0,37.0,1,0,0,1,1,0,19958,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wlochy-1-sierpnia-37m2-mzn2043205574,1,1960,UNKNOWN,475000.0,0,0,0,mzn2043205574,1,1,wlochy,UNKNOWN,0,0,morizon,0
0,103.0,0,0,0,4,0,0,16535,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-batalionow-chlopskich-103m2-mzn2043229613,0,2009,urban,1710000.0,0,0,0,mzn2043229613,1,4,bemowo,apartment,0,0,morizon,0
0,65.0,0,0,1,1,0,0,17204,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-sw-urszuli-ledochowskiej-65m2-mzn2040674018,0,2007,urban,1120000.0,0,0,0,mzn2040674018,1,2,wilanow,apartment,0,0,morizon,0
0,90.0,0,0,1,1,0,0,17204,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-sarmacka-90m2-mzn2043412332,0,2007,urban,1120000.0,0,0,0,mzn2043412332,1,2,wilanow,apartment,0,0,morizon,0
0,94.0,0,0,0,2,0,0,13894,2,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-arkadowa-94m2-mzn2043400269,0,1998,individual,1306000.0,0,0,0,mzn2043400269,1,3,ursynow,block,0,0,morizon,0
0,30.0,0,0,0,100,0,0,25600,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-jerzego-ficowskiego-30m2-mzn2043156935,0,2021,urban,768000.0,0,1,0,mzn2043156935,1,1,zoliborz,apartment,1,0,morizon,0
0,92.0,0,1,1,2,1,0,18859,2,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-syta-92m2-mzn2043489232,0,2004,UNKNOWN,1735000.0,0,0,0,mzn2043489232,1,4,wilanow,apartment,0,1,morizon,0
0,73.0,0,1,0,2,0,0,18367,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-krzyzowki-73m2-mzn2043487054,0,2014,urban,1350000.0,0,0,0,mzn2043487054,1,3,bialoleka,apartment,0,0,morizon,0
0,79.0,0,0,0,1,0,0,16290,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-obroncow-tobruku-79m2-mzn2043481506,1,2008,urban,1290000.0,0,0,0,mzn2043481506,1,3,UNKNOWN,UNKNOWN,0,0,morizon,0
0,60.0,1,1,0,1,0,0,17923,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-sikorskiego-wladyslawa-60m2-mzn2043452057,0,2015,urban,1084000.0,0,0,0,mzn2043452057,1,3,mokotow,apartment,0,0,morizon,0
0,32.0,1,1,0,7,0,0,21000,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-dluga-32m2-mzn2043483107,0,2004,central,688800.0,0,0,0,mzn2043483107,1,2,srodmiescie,block,0,1,morizon,0
0,61.0,1,1,0,7,0,0,21000,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-jana-miklaszewskiego-61m2-mzn2043483208,0,2004,central,688800.0,0,0,0,mzn2043483208,1,2,ursynow,block,0,1,morizon,0
0,65.0,0,1,0,4,1,0,19100,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilhelma-konrada-roentgena-65m2-mzn2043490752,0,2009,UNKNOWN,1241500.0,0,0,0,mzn2043490752,1,3,UNKNOWN,apartment,0,0,morizon,0
0,60.0,0,1,1,1,0,0,23927,2,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-wlodarzewska-60m2-mzn2043444871,1,2019,urban,1450000.0,0,0,0,mzn2043444871,1,3,ochota,UNKNOWN,0,0,morizon,0
0,68.0,0,1,0,4,0,0,18491,11,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-glebocka-68m2-mzn2043481754,0,2017,urban,1260000.0,0,0,0,mzn2043481754,1,3,targowek,apartment,0,0,morizon,0
0,46.0,0,1,0,4,0,0,18491,11,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-aleja-wyzwolenia-46m2-mzn2043490762,0,2017,urban,1260000.0,0,0,0,mzn2043490762,1,3,srodmiescie,apartment,0,0,morizon,0
0,100.0,0,1,0,10,0,0,17200,17,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-juliana-ursyna-niemcewicza-100m2-mzn2043453315,0,2003,urban,1720000.0,0,0,0,mzn2043453315,1,4,ochota,apartment,0,0,morizon,0
0,54.0,0,1,0,5,0,0,18313,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-czerska-54m2-mzn2043491610,0,2005,urban,999000.0,0,0,0,mzn2043491610,1,2,mokotow,apartment,0,0,morizon,0
0,32.0,0,1,0,7,1,0,17812,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-ksiazkowa-32m2-mzn2043480922,0,2004,UNKNOWN,570000.0,0,0,0,mzn2043480922,1,1,bialoleka,block,0,1,morizon,0
0,45.0,0,1,0,2,0,0,22107,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-jana-kazimierza-45m2-mzn2043335605,0,2015,urban,999000.0,0,0,0,mzn2043335605,1,2,wola,block,0,0,morizon,0
0,55.0,0,1,0,2,1,0,19491,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-gen-ludomila-rayskiego-55m2-mzn2043483302,0,2016,UNKNOWN,1087000.0,0,0,0,mzn2043483302,1,3,bemowo,block,0,0,morizon,0
0,53.0,0,1,0,2,1,0,19491,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-marywilska-53m2-mzn2043290314,0,2016,UNKNOWN,1087000.0,0,0,0,mzn2043290314,1,3,bialoleka,block,0,0,morizon,0
0,101.0,1,0,1,3,0,0,16683,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-nizinna-101m2-mzn2043376450,1,2007,gas,1695000.0,0,0,0,mzn2043376450,1,3,praga poludnie,UNKNOWN,0,0,morizon,0
0,66.0,1,0,0,4,0,0,22346,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-filtrowa-66m2-mzn2043328635,0,1929,urban,1480000.0,0,0,0,mzn2043328635,1,2,ochota,tenement,0,0,morizon,0
0,44.0,1,0,0,4,0,0,22346,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-marywilska-44m2-mzn2043480163,0,1929,urban,1480000.0,0,0,0,mzn2043480163,1,2,bialoleka,tenement,0,0,morizon,0
0,47.0,1,0,1,1,0,0,19170,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-adolfa-suligowskiego-47m2-mzn2043250307,0,1962,urban,910000.0,0,0,0,mzn2043250307,1,3,mokotow,tenement,0,0,morizon,0
0,66.0,1,0,1,1,0,0,19170,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-polna-66m2-mzn2043422572,0,1962,urban,910000.0,0,0,0,mzn2043422572,1,3,srodmiescie,tenement,0,0,morizon,0
0,68.0,0,0,0,2,1,0,13221,2,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wawer-wal-miedzeszynski-68m2-mzn2043091496,1,2003,UNKNOWN,899000.0,0,0,0,mzn2043091496,1,4,wawer,UNKNOWN,0,0,morizon,0
0,25.0,0,1,0,5,1,0,19454,12,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-polnoc-25m2-mzn2043480044,0,1976,UNKNOWN,499000.0,0,0,0,mzn2043480044,1,1,praga polnoc,block,0,0,morizon,0
0,32.0,0,1,0,5,1,0,19454,12,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-adolfa-suligowskiego-32m2-mzn2043366757,0,1976,UNKNOWN,499000.0,0,0,0,mzn2043366757,1,1,mokotow,block,0,0,morizon,0
0,34.0,0,0,0,100,1,0,15914,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-34m2-mzn2043366697,0,1936,UNKNOWN,550000.0,0,1,0,mzn2043366697,1,1,praga poludnie,tenement,1,0,morizon,0
0,48.0,0,0,0,1,1,0,23000,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-sady-zoliborskie-48m2-mzn2043297304,1,1963,UNKNOWN,1104000.0,0,0,0,mzn2043297304,1,2,zoliborz,UNKNOWN,0,0,morizon,0
0,38.0,0,0,0,100,1,0,12895,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-polnoc-kijowska-38m2-mzn2043325391,1,2004,UNKNOWN,490000.0,0,1,0,mzn2043325391,1,2,praga polnoc,UNKNOWN,1,1,morizon,0
0,36.0,0,0,0,1,1,0,17308,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-antoniego-magiera-36m2-mzn2043412913,1,1968,UNKNOWN,630000.0,0,0,0,mzn2043412913,1,2,bielany,UNKNOWN,0,0,morizon,0
0,37.0,0,0,0,1,1,0,17308,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-gen-meriana-c-coopera-37m2-mzn2043327675,1,1968,UNKNOWN,630000.0,0,0,0,mzn2043327675,1,2,bemowo,UNKNOWN,0,0,morizon,0
0,53.0,0,1,0,3,1,0,26321,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-tamka-53m2-mzn2043330696,0,2002,UNKNOWN,1395000.0,0,0,0,mzn2043330696,1,2,srodmiescie,block,0,0,morizon,0
0,52.0,0,1,0,9,1,0,16200,11,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-tadeusza-rechniewskiego-52m2-mzn2042014894,0,2010,UNKNOWN,852120.0,0,0,0,mzn2042014894,1,2,praga poludnie,block,0,0,morizon,0
0,26.0,1,0,0,2,1,0,20346,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-boleslawa-podczaszynskiego-26m2-mzn2043371864,0,1952,UNKNOWN,529000.0,0,0,0,mzn2043371864,1,1,bielany,tenement,0,0,morizon,0
0,100.0,0,1,1,7,1,0,19881,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-eugeniusza-kwiatkowskiego-100m2-mzn2043309519,0,2003,UNKNOWN,2000000.0,0,0,0,mzn2043309519,1,4,praga poludnie,apartment,0,0,morizon,0
0,76.0,0,0,0,1,1,0,13080,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-literacka-76m2-mzn2043272606,1,1998,UNKNOWN,998000.0,0,0,0,mzn2043272606,1,3,bielany,UNKNOWN,0,0,morizon,0
0,37.0,0,0,0,1,1,0,13080,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-rakowiecka-37m2-mzn2042755312,1,1998,UNKNOWN,998000.0,0,0,0,mzn2042755312,1,3,mokotow,UNKNOWN,0,0,morizon,0
0,78.0,1,0,1,100,0,0,15972,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-78m2-mzn2043094295,0,2000,gas,1249000.0,0,1,0,mzn2043094295,1,3,ursynow,apartment,1,0,morizon,0
0,56.0,0,0,0,1,1,0,26786,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-stefana-czarnieckiego-56m2-mzn2043308730,1,1935,UNKNOWN,1500000.0,0,0,0,mzn2043308730,1,2,zoliborz,UNKNOWN,0,0,morizon,0
0,51.0,1,0,0,3,0,0,15000,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-gen-tadeusza-bora-komorowskiego-51m2-mzn2043375148,1,1983,urban,774900.0,0,0,0,mzn2043375148,1,2,praga poludnie,UNKNOWN,0,0,morizon,0
0,58.0,0,1,1,2,0,0,17165,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-gen-tadeusza-bora-komorowskiego-58m2-mzn2043328703,0,2011,urban,999000.0,0,0,0,mzn2043328703,1,3,praga poludnie,apartment,0,0,morizon,0
0,36.0,0,1,0,5,0,0,24900,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-36m2-mzn2043368006,0,1932,urban,896400.0,0,0,0,mzn2043368006,1,2,srodmiescie,tenement,0,0,morizon,0
0,37.0,0,1,0,5,0,0,24900,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-szlenkierow-37m2-mzn2043493065,0,1932,urban,896400.0,0,0,0,mzn2043493065,1,2,wola,tenement,0,0,morizon,0
0,38.0,1,0,0,1,1,0,18132,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-czestochowska-38m2-mzn2043415107,1,1951,UNKNOWN,689000.0,0,0,0,mzn2043415107,1,1,ochota,UNKNOWN,0,0,morizon,0
0,67.0,1,1,1,4,0,0,11916,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-wroclawska-67m2-mzn2043416756,0,1983,urban,799000.0,0,0,0,mzn2043416756,1,3,bemowo,block,0,0,morizon,0
0,92.0,1,1,0,1,0,0,22826,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-koszykowa-92m2-mzn2043488958,0,1936,individual,2100000.0,0,0,0,mzn2043488958,1,4,srodmiescie,tenement,0,0,morizon,0
0,98.0,0,1,0,3,1,0,13586,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-talarowa-98m2-mzn2043448784,1,2025,UNKNOWN,1343000.0,1,0,0,mzn2043448784,1,4,bialoleka,UNKNOWN,0,0,morizon,0
0,40.0,1,0,0,1,0,0,17475,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-kard-aleksandra-kakowskiego-40m2-mzn2043406292,1,2006,urban,699000.0,0,0,0,mzn2043406292,1,1,praga poludnie,UNKNOWN,0,0,morizon,0
0,60.0,0,1,0,1,0,0,17917,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-sarmacka-60m2-mzn2043487480,0,2008,urban,1075000.0,0,0,0,mzn2043487480,1,2,wilanow,apartment,0,0,morizon,0
0,87.0,0,1,0,1,0,0,17917,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-talarowa-87m2-mzn2043448702,0,2008,urban,1075000.0,0,0,0,mzn2043448702,1,2,bialoleka,apartment,0,0,morizon,0
0,77.0,1,1,0,4,0,0,25679,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-fryderyka-chopina-77m2-mzn2043415873,0,1956,urban,1985000.0,0,0,0,mzn2043415873,1,3,srodmiescie,tenement,0,0,morizon,0
0,46.0,0,1,1,3,0,0,13644,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-marcina-z-wrocimowic-46m2-mzn2043367090,0,2023,individual,629000.0,0,0,0,mzn2043367090,1,2,bialoleka,block,0,0,morizon,0
0,77.0,1,1,1,2,0,0,18831,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-glebocka-77m2-mzn2043412430,0,2016,urban,1450000.0,0,0,0,mzn2043412430,1,3,targowek,apartment,0,0,morizon,0
0,48.0,0,1,0,100,0,0,24900,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-konstruktorska-48m2-mzn2043370963,0,2016,urban,1206654.0,0,1,0,mzn2043370963,1,2,mokotow,apartment,1,0,morizon,0
0,25.0,1,1,0,7,1,0,22300,7,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-kazimierzowska-25m2-mzn2043372706,1,1964,UNKNOWN,570000.0,0,0,0,mzn2043372706,1,1,mokotow,UNKNOWN,0,0,morizon,0
0,64.0,0,0,1,3,0,0,20859,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-herbu-szreniawa-64m2-mzn2043334195,0,2017,urban,1350000.0,0,0,0,mzn2043334195,1,3,wilanow,apartment,0,0,morizon,0
0,76.0,0,0,0,1,0,0,24868,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-mariana-zdziechowskiego-76m2-mzn2043239392,0,2020,urban,1890000.0,0,0,0,mzn2043239392,1,3,mokotow,apartment,0,0,morizon,0
0,55.0,1,0,1,4,0,0,15455,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-ks-jerzego-popieluszki-55m2-mzn2043440304,1,1959,urban,850000.0,0,0,0,mzn2043440304,1,2,zoliborz,UNKNOWN,0,0,morizon,0
0,81.0,1,0,1,4,0,0,15455,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-szaserow-81m2-mzn2042557240,1,1959,urban,850000.0,0,0,0,mzn2042557240,1,2,praga poludnie,UNKNOWN,0,0,morizon,0
0,81.0,1,0,1,4,0,0,15455,4,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-szaserow-81m2-mzn2042557240,1,1959,urban,850000.0,0,0,0,mzn2042557240,1,2,praga poludnie,UNKNOWN,0,0,morizon,0
0,49.0,0,1,0,4,0,0,26491,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-stawki-49m2-mzn2042979361,0,2010,urban,1310000.0,0,0,0,mzn2042979361,1,2,srodmiescie,apartment,0,0,morizon,0
0,36.0,0,1,0,4,0,0,26491,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-twarda-36m2-mzn2043367904,0,2010,urban,1310000.0,0,0,0,mzn2043367904,1,2,wola,apartment,0,0,morizon,0
0,62.0,1,1,0,1,1,0,11290,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-jarocinska-62m2-mzn2042980979,1,1976,UNKNOWN,700000.0,0,0,0,mzn2042980979,1,3,praga poludnie,UNKNOWN,0,0,morizon,0
0,56.0,1,1,0,6,0,0,17117,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bobrowiecka-56m2-mzn2042981576,0,2008,urban,970000.0,0,0,0,mzn2042981576,1,2,mokotow,apartment,0,0,morizon,0
0,35.0,0,0,0,3,0,0,15758,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-talarowa-35m2-mzn2043484509,1,2024,urban,558000.0,1,0,0,mzn2043484509,1,2,bialoleka,UNKNOWN,0,0,morizon,0
0,37.0,0,0,0,3,0,0,15758,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-leona-berensona-37m2-mzn2043484557,1,2024,urban,558000.0,1,0,0,mzn2043484557,1,2,bialoleka,UNKNOWN,0,0,morizon,0
0,96.0,1,1,0,100,0,0,19688,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-96m2-mzn2043369205,0,2023,gas,1890000.0,1,1,0,mzn2043369205,1,4,UNKNOWN,apartment,1,0,morizon,0
0,34.0,1,1,0,9,0,0,22059,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-34m2-mzn2042867662,0,2016,urban,750000.0,0,0,0,mzn2042867662,1,2,wola,block,0,0,morizon,0
0,52.0,1,1,1,2,0,0,15192,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-kazubow-52m2-mzn2043487252,1,1987,urban,790000.0,0,0,0,mzn2043487252,1,2,bemowo,UNKNOWN,0,0,morizon,0
0,77.0,1,1,1,2,0,0,15192,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-szulborska-77m2-mzn2043452817,1,1987,urban,790000.0,0,0,0,mzn2043452817,1,2,wola,UNKNOWN,0,0,morizon,0
0,91.0,1,0,0,2,0,0,13142,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-stanislawa-kazury-91m2-mzn2043378271,1,1990,urban,1198000.0,0,0,0,mzn2043378271,1,3,ursynow,UNKNOWN,0,0,morizon,0
0,72.0,0,0,0,3,0,0,17986,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-alternatywy-72m2-mzn2043158752,1,2006,urban,1295000.0,0,0,0,mzn2043158752,1,2,ursynow,UNKNOWN,0,0,morizon,0
0,55.0,1,0,1,1,0,0,16000,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-batalionu-ak-zoska-55m2-mzn2043205502,1,1963,urban,894880.0,0,0,0,mzn2043205502,1,3,wola,UNKNOWN,0,0,morizon,0
0,66.0,0,0,0,3,0,0,16439,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-liwiecka-66m2-mzn2042602713,1,2013,individual,1085000.0,0,0,0,mzn2042602713,1,3,praga poludnie,UNKNOWN,0,0,morizon,0
0,47.0,0,1,0,2,0,0,23663,8,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-kasprzaka-marcina-47m2-mzn2043150409,0,2016,urban,1119000.0,0,0,0,mzn2043150409,1,2,wola,apartment,0,0,morizon,0
0,85.0,1,0,0,100,0,0,13500,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-boleslawa-limanowskiego-85m2-mzn2042824208,1,1995,urban,1147500.0,0,1,0,mzn2042824208,1,4,mokotow,UNKNOWN,1,0,morizon,0
0,82.0,0,1,1,4,0,0,15500,5,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-radzyminska-82m2-mzn2043412431,0,2007,electrical,1283710.0,0,0,0,mzn2043412431,1,3,UNKNOWN,tenement,0,0,morizon,0
0,36.0,1,0,1,3,0,0,16482,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-antoniego-magiera-36m2-mzn2043487922,1,1966,urban,595000.0,0,0,0,mzn2043487922,1,2,bielany,UNKNOWN,0,0,morizon,0
0,36.0,1,0,1,3,0,0,16482,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-antoniego-magiera-36m2-mzn2043487922,1,1966,urban,595000.0,0,0,0,mzn2043487922,1,2,bielany,UNKNOWN,0,0,morizon,0
0,57.0,0,1,0,1,1,0,17857,3,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-makolagwy-57m2-mzn2043412250,0,2001,UNKNOWN,1020000.0,0,0,0,mzn2043412250,1,3,ursynow,block,0,0,morizon,0
0,63.0,0,1,0,100,0,0,18810,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-jerzego-holzera-63m2-mzn2043417545,0,2025,urban,1185000.0,1,1,0,mzn2043417545,1,3,wilanow,apartment,1,0,morizon,0
0,44.0,0,1,0,100,0,0,20090,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-kazachska-44m2-mzn2043376401,0,2013,urban,890000.0,0,1,0,mzn2043376401,1,2,wilanow,apartment,1,0,morizon,0
0,44.0,0,1,0,100,0,0,20090,100,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-kazachska-44m2-mzn2043376401,0,2013,urban,890000.0,0,1,0,mzn2043376401,1,2,wilanow,apartment,1,0,morizon,0
0,37.0,1,1,0,2,0,0,18351,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-dyminska-37m2-mzn2043335870,1,1968,urban,679000.0,0,0,0,mzn2043335870,1,2,zoliborz,UNKNOWN,0,0,morizon,0
0,37.0,1,1,0,2,0,0,18351,10,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-sielecka-37m2-mzn2043367587,1,1968,urban,679000.0,0,0,0,mzn2043367587,1,2,mokotow,UNKNOWN,0,0,morizon,0
0,50.0,0,1,1,6,1,0,17000,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bartycka-50m2-mzn2043412248,0,2005,UNKNOWN,850000.0,0,0,0,mzn2043412248,1,2,mokotow,block,0,0,morizon,0
0,54.0,0,1,1,4,1,0,28842,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-stawki-54m2-mzn2043444883,0,2007,UNKNOWN,1569000.0,0,0,0,mzn2043444883,1,2,srodmiescie,block,0,0,morizon,0
0,54.0,0,1,1,4,1,0,28842,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-stawki-54m2-mzn2043444883,0,2007,UNKNOWN,1569000.0,0,0,0,mzn2043444883,1,2,srodmiescie,block,0,0,morizon,0
0,54.0,0,1,1,4,1,0,28842,6,0,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-stawki-54m2-mzn2043444883,0,2007,UNKNOWN,1569000.0,0,0,0,mzn2043444883,1,2,srodmiescie,block,0,0,morizon,0
